age,education,day,month,y
39,secondary,4,may,no
46,primary,5,aug,no
36,primary,18,may,no
31,tertiary,29,jul,yes
42,primary,6,may,no
38,tertiary,21,may,no
32,secondary,15,may,yes
57,primary,13,aug,no
33,secondary,4,jul,no
34,tertiary,19,nov,no
54,secondary,12,aug,no
31,tertiary,2,feb,no
40,secondary,4,jun,no
67,secondary,2,feb,no
62,secondary,11,nov,yes
40,secondary,17,nov,no
33,secondary,10,jul,no
30,tertiary,11,oct,yes
46,primary,5,jun,no
47,secondary,19,nov,no
32,secondary,27,mar,no
41,secondary,30,may,no
35,secondary,4,sep,no
35,secondary,6,may,no
32,secondary,13,may,no
36,tertiary,23,jul,yes
38,secondary,20,may,no
34,secondary,11,may,no
36,tertiary,27,aug,no
46,secondary,31,jul,no
38,primary,21,nov,no
26,secondary,4,jun,no
43,tertiary,28,aug,no
60,secondary,18,aug,no
55,secondary,14,may,no
43,secondary,7,may,no
31,secondary,10,aug,yes
27,secondary,17,jul,yes
42,secondary,11,jul,no
49,secondary,19,aug,no
30,tertiary,14,aug,no
83,primary,25,mar,yes
34,secondary,13,may,no
22,secondary,12,may,no
60,tertiary,19,aug,no
80,primary,31,mar,yes
41,primary,31,jul,no
48,secondary,11,may,no
29,secondary,18,jul,no
51,secondary,30,jul,no
39,secondary,17,jun,yes
41,tertiary,17,jun,no
44,secondary,6,apr,yes
27,tertiary,5,may,no
55,primary,11,jun,no
51,secondary,22,aug,no
40,tertiary,12,may,no
83,primary,22,sep,yes
33,tertiary,19,aug,no
38,secondary,11,may,yes
38,tertiary,13,may,yes
30,tertiary,14,may,no
52,tertiary,31,aug,yes
29,secondary,4,feb,no
29,primary,18,may,no
61,tertiary,6,aug,yes
32,primary,9,feb,no
54,secondary,16,jun,no
30,tertiary,20,oct,no
36,secondary,5,may,no
34,tertiary,7,may,no
29,primary,9,may,no
47,secondary,14,jul,no
30,secondary,7,may,no
34,secondary,18,may,no
45,primary,30,jul,no
57,tertiary,4,aug,no
38,primary,12,may,yes
32,tertiary,8,sep,yes
55,secondary,1,jun,yes
58,tertiary,31,oct,yes
48,tertiary,15,sep,no
56,secondary,15,sep,yes
38,secondary,19,may,no
59,primary,31,jul,no
31,secondary,17,apr,no
43,primary,14,may,no
39,unknown,20,may,no
44,secondary,16,may,no
44,secondary,30,may,no
40,secondary,18,jun,no
40,primary,6,may,no
56,unknown,20,jun,no
46,primary,27,aug,no
33,secondary,14,apr,yes
29,tertiary,4,jun,yes
30,secondary,14,may,no
30,tertiary,22,aug,no
59,tertiary,28,jan,no
31,secondary,21,may,no
31,secondary,18,jul,no
35,tertiary,17,apr,no
28,tertiary,15,may,no
32,tertiary,10,aug,yes
59,primary,8,jul,no
37,primary,28,jan,no
38,tertiary,6,jun,no
29,tertiary,23,jul,yes
40,secondary,20,aug,no
30,secondary,29,may,no
59,tertiary,17,nov,no
39,secondary,22,may,yes
48,secondary,21,jul,no
45,tertiary,13,aug,no
50,tertiary,25,aug,no
54,unknown,20,jun,no
32,secondary,2,jul,no
31,tertiary,20,aug,no
32,tertiary,29,aug,yes
32,tertiary,7,may,no
30,secondary,1,jul,no
37,secondary,5,aug,no
41,tertiary,26,apr,no
27,primary,29,jan,no
40,secondary,14,jul,no
45,unknown,14,aug,no
55,primary,16,may,no
22,secondary,2,feb,no
53,secondary,16,may,no
34,secondary,11,may,no
47,tertiary,29,aug,no
47,secondary,28,aug,no
39,secondary,26,aug,no
55,tertiary,17,jul,no
33,secondary,4,feb,yes
46,unknown,3,apr,no
51,secondary,5,may,no
29,tertiary,17,jul,no
32,tertiary,21,may,no
37,secondary,6,may,no
52,secondary,4,feb,no
34,tertiary,16,jul,no
37,secondary,13,may,no
41,tertiary,8,may,no
78,primary,7,sep,no
57,primary,5,jun,no
30,secondary,27,may,no
56,secondary,11,may,no
51,secondary,18,aug,no
29,secondary,2,feb,no
40,secondary,18,may,no
59,secondary,8,jul,no
36,unknown,6,may,no
36,secondary,10,jul,no
42,primary,14,may,no
36,secondary,18,nov,no
31,secondary,18,may,no
39,secondary,27,may,no
34,tertiary,14,aug,no
30,secondary,8,jul,no
20,unknown,5,aug,yes
31,secondary,19,nov,no
31,secondary,29,jul,no
36,secondary,6,may,yes
58,secondary,7,jul,no
33,secondary,25,jul,no
33,secondary,21,may,no
54,secondary,24,jul,no
46,tertiary,24,jul,no
35,secondary,29,jan,no
49,secondary,9,apr,no
37,unknown,6,jun,yes
25,secondary,30,jul,no
48,tertiary,29,may,no
42,secondary,2,mar,yes
35,tertiary,14,may,yes
46,primary,4,aug,no
34,secondary,17,jul,no
50,tertiary,2,jul,no
44,secondary,27,may,no
50,secondary,8,may,no
60,tertiary,25,aug,no
43,secondary,14,jul,no
50,primary,16,may,no
26,secondary,17,apr,no
32,tertiary,5,feb,no
47,tertiary,15,may,no
45,secondary,21,nov,no
36,tertiary,30,apr,no
33,tertiary,22,aug,no
31,secondary,26,may,yes
30,secondary,12,may,no
27,secondary,30,jul,no
26,tertiary,21,may,no
55,secondary,26,may,no
53,secondary,15,apr,no
31,secondary,12,aug,no
34,secondary,9,jul,no
36,secondary,27,aug,yes
30,tertiary,6,may,no
36,secondary,13,may,no
43,primary,23,jul,no
40,tertiary,12,may,no
33,secondary,29,jan,no
54,secondary,14,aug,no
45,primary,29,aug,no
57,tertiary,30,jan,no
50,unknown,29,jul,no
31,tertiary,26,aug,no
70,secondary,10,nov,no
59,primary,13,aug,no
46,primary,6,may,no
50,secondary,14,jul,no
49,secondary,17,may,no
30,tertiary,8,apr,no
52,tertiary,14,may,no
57,unknown,8,may,no
57,secondary,12,jul,yes
25,secondary,9,may,no
47,primary,7,may,no
88,primary,3,sep,no
26,tertiary,5,may,no
32,tertiary,11,aug,no
60,secondary,16,aug,yes
52,secondary,3,jul,no
30,secondary,4,jun,no
28,primary,26,jun,no
38,secondary,2,jun,no
59,primary,29,may,no
53,secondary,19,jun,no
29,tertiary,26,may,no
41,unknown,15,may,no
31,primary,11,aug,no
34,secondary,18,may,no
32,secondary,7,jul,no
26,primary,25,jul,no
51,tertiary,13,may,no
45,primary,15,may,no
48,primary,29,jul,no
50,secondary,19,may,no
59,tertiary,11,jun,no
41,primary,15,may,yes
33,tertiary,26,aug,no
47,tertiary,25,jul,no
26,secondary,4,jun,no
30,tertiary,7,jun,no
35,secondary,6,may,no
27,secondary,15,may,no
32,secondary,19,may,no
32,tertiary,5,jun,no
58,unknown,31,jul,no
32,secondary,5,feb,no
36,unknown,14,may,no
28,tertiary,6,may,no
33,tertiary,9,feb,no
61,primary,3,dec,no
41,secondary,20,nov,no
47,secondary,20,jun,no
39,secondary,5,feb,no
32,secondary,18,may,no
34,secondary,12,nov,no
34,tertiary,29,may,no
45,tertiary,16,jun,no
33,tertiary,30,oct,no
31,tertiary,6,may,no
43,secondary,21,aug,no
36,secondary,26,may,no
26,tertiary,29,jan,no
55,secondary,21,nov,no
38,tertiary,17,apr,yes
32,secondary,20,nov,no
47,secondary,15,may,no
51,secondary,15,may,no
26,secondary,22,jul,no
39,primary,2,jun,no
37,unknown,8,may,no
52,secondary,28,jul,no
58,secondary,10,jul,no
40,secondary,17,apr,no
32,tertiary,12,oct,no
37,tertiary,20,apr,no
29,tertiary,28,may,no
49,secondary,15,may,no
52,secondary,22,jul,no
27,secondary,5,feb,no
37,tertiary,3,feb,yes
47,secondary,12,may,no
53,primary,7,may,yes
53,secondary,14,may,no
43,secondary,6,may,no
45,secondary,11,jun,no
36,tertiary,20,jun,no
29,primary,13,may,no
42,tertiary,31,jul,no
29,tertiary,2,jul,no
39,secondary,6,may,no
31,tertiary,28,jan,no
38,primary,7,may,no
50,tertiary,4,aug,no
36,tertiary,9,feb,yes
49,primary,16,jun,no
37,secondary,14,may,yes
46,tertiary,28,aug,no
50,tertiary,15,may,no
32,tertiary,18,feb,yes
45,unknown,5,feb,no
30,secondary,20,aug,no
30,secondary,23,may,no
30,primary,20,nov,no
39,secondary,18,may,no
52,tertiary,19,jun,yes
41,secondary,14,may,no
52,secondary,10,mar,no
73,primary,29,apr,no
57,secondary,3,jul,no
25,secondary,15,may,no
33,tertiary,25,aug,no
35,tertiary,23,may,no
36,secondary,17,jun,no
29,secondary,15,jul,no
39,tertiary,6,jun,no
46,primary,6,aug,yes
36,secondary,25,aug,no
38,unknown,20,jun,yes
48,tertiary,13,may,no
41,tertiary,9,jun,no
57,tertiary,30,jul,no
53,tertiary,16,may,no
37,primary,20,nov,no
52,primary,17,apr,no
45,secondary,30,may,yes
55,secondary,20,nov,no
54,tertiary,11,jun,no
31,tertiary,17,apr,no
44,secondary,15,apr,no
38,tertiary,18,nov,no
42,primary,29,may,no
60,secondary,30,jul,no
35,secondary,9,feb,no
29,tertiary,1,jul,no
43,tertiary,30,may,no
32,secondary,20,nov,no
47,secondary,9,jul,no
53,tertiary,17,nov,no
39,tertiary,21,nov,no
54,secondary,20,jun,no
51,tertiary,19,nov,no
54,secondary,2,apr,no
37,secondary,26,aug,no
57,tertiary,17,jul,no
32,primary,13,may,no
42,secondary,28,jul,no
31,primary,4,feb,no
37,secondary,28,jan,no
35,secondary,17,aug,no
58,unknown,28,jan,no
39,secondary,23,jul,no
38,tertiary,23,may,no
52,secondary,20,aug,no
32,secondary,18,may,no
60,tertiary,30,oct,yes
33,secondary,14,may,no
42,primary,5,jun,no
62,primary,29,oct,no
32,secondary,24,jul,no
35,tertiary,2,jun,no
71,tertiary,26,feb,yes
31,tertiary,6,feb,no
31,secondary,29,may,no
46,unknown,6,may,no
41,tertiary,31,jul,no
30,secondary,12,jun,no
32,tertiary,13,apr,yes
26,secondary,29,jan,no
63,primary,30,nov,no
31,secondary,2,jun,no
36,tertiary,20,apr,no
47,secondary,19,may,yes
32,secondary,28,aug,no
48,secondary,19,aug,no
50,primary,9,may,no
32,secondary,18,nov,no
47,secondary,20,apr,no
39,secondary,2,feb,no
41,secondary,16,jun,no
52,unknown,29,may,no
30,secondary,12,aug,no
32,unknown,18,may,no
58,secondary,23,may,no
56,secondary,29,may,no
48,secondary,12,may,no
49,secondary,16,may,no
66,primary,28,jan,no
32,secondary,17,apr,no
37,secondary,11,may,no
31,secondary,13,may,no
57,secondary,16,nov,no
30,secondary,10,jul,yes
28,secondary,11,may,no
34,secondary,6,may,no
29,primary,13,may,no
48,secondary,7,aug,no
53,primary,31,jul,no
35,unknown,14,may,no
46,secondary,10,jul,no
51,tertiary,18,nov,no
32,tertiary,20,nov,no
56,tertiary,3,feb,no
34,secondary,19,aug,no
34,tertiary,28,aug,no
42,secondary,19,nov,no
50,secondary,28,jul,yes
34,secondary,28,aug,no
31,tertiary,14,may,no
41,secondary,20,jun,no
31,secondary,20,may,no
33,tertiary,16,apr,no
34,primary,6,may,no
53,secondary,11,aug,no
36,secondary,23,may,no
44,secondary,7,jul,no
37,tertiary,25,aug,yes
44,secondary,5,jun,no
50,primary,2,oct,no
47,primary,22,aug,no
58,secondary,19,aug,no
68,secondary,4,mar,no
41,secondary,9,jun,no
31,tertiary,2,feb,no
36,tertiary,17,apr,no
51,primary,28,aug,no
33,secondary,25,may,no
42,secondary,17,nov,no
35,secondary,14,may,no
40,secondary,23,jul,no
32,tertiary,29,aug,no
28,secondary,8,may,no
31,tertiary,17,sep,yes
26,secondary,8,may,no
33,secondary,4,feb,no
63,secondary,7,jul,yes
48,secondary,17,nov,no
49,secondary,8,may,no
27,secondary,2,feb,no
25,tertiary,6,may,no
31,secondary,16,may,no
27,secondary,18,jun,yes
57,tertiary,11,aug,no
83,tertiary,11,aug,no
57,secondary,29,jul,no
80,primary,13,jan,yes
51,primary,16,jun,no
55,primary,11,may,no
45,secondary,17,apr,no
32,secondary,23,may,no
39,tertiary,22,feb,no
46,secondary,20,aug,yes
44,tertiary,18,aug,no
68,secondary,28,apr,no
26,secondary,28,may,no
41,secondary,23,jul,no
44,primary,13,may,no
60,primary,11,aug,no
33,tertiary,29,may,no
37,secondary,5,may,no
47,primary,5,aug,no
70,secondary,30,apr,no
32,primary,18,may,yes
79,primary,24,feb,no
48,secondary,3,feb,yes
27,tertiary,11,aug,no
59,secondary,21,jul,no
29,secondary,16,jul,no
34,tertiary,21,may,no
53,unknown,5,may,no
31,tertiary,4,may,no
37,secondary,19,nov,no
44,unknown,2,dec,no
50,tertiary,25,aug,no
58,tertiary,21,may,no
32,secondary,7,jul,no
27,secondary,14,may,no
30,primary,12,may,no
55,secondary,19,jun,no
33,tertiary,12,aug,no
42,tertiary,4,nov,no
35,secondary,6,may,no
29,secondary,24,jul,no
46,secondary,14,may,no
59,primary,27,aug,no
65,primary,15,jan,no
28,tertiary,5,feb,no
29,unknown,16,jul,yes
43,secondary,17,jul,no
33,primary,21,may,no
34,primary,30,may,no
34,secondary,24,jul,no
59,primary,7,aug,no
36,secondary,18,nov,no
39,secondary,26,may,no
44,tertiary,19,aug,no
36,secondary,5,mar,no
48,secondary,9,feb,no
30,secondary,28,jul,no
42,tertiary,28,jan,yes
31,tertiary,14,may,no
35,secondary,13,may,no
28,tertiary,4,feb,no
39,secondary,15,may,no
34,tertiary,12,aug,no
31,secondary,22,aug,no
35,unknown,17,jun,no
34,secondary,31,jul,no
41,secondary,29,aug,no
60,primary,15,may,no
59,secondary,18,mar,no
26,secondary,12,may,no
33,tertiary,22,jul,no
34,secondary,5,may,no
79,secondary,9,mar,yes
49,unknown,18,jun,no
24,secondary,16,nov,yes
61,primary,17,feb,yes
30,unknown,21,apr,yes
40,secondary,19,nov,no
31,secondary,18,nov,no
36,secondary,18,may,no
43,secondary,17,apr,no
25,secondary,2,mar,no
25,secondary,14,may,no
30,tertiary,9,sep,yes
45,primary,12,may,no
76,secondary,3,feb,no
29,secondary,16,may,no
50,secondary,18,nov,no
31,secondary,7,may,no
40,secondary,3,apr,no
40,tertiary,4,aug,no
54,primary,19,nov,no
49,secondary,14,may,no
29,secondary,11,may,no
58,tertiary,11,jun,no
28,primary,21,may,no
52,secondary,22,aug,no
47,primary,28,jul,no
28,primary,4,may,no
37,secondary,21,may,no
56,tertiary,30,jul,no
34,secondary,20,apr,no
52,tertiary,17,may,yes
35,tertiary,12,aug,no
30,secondary,5,may,no
38,tertiary,4,aug,no
38,secondary,16,jun,no
35,tertiary,12,aug,no
45,secondary,21,nov,no
30,secondary,27,oct,no
35,primary,21,nov,no
27,secondary,28,jul,no
31,tertiary,21,may,no
40,secondary,14,may,no
44,primary,13,may,no
49,tertiary,28,jul,no
34,unknown,6,may,no
34,secondary,12,may,no
50,secondary,17,apr,no
37,secondary,12,nov,no
28,secondary,8,jul,no
39,secondary,19,nov,no
27,secondary,5,mar,no
30,secondary,15,may,no
32,tertiary,27,may,no
34,primary,24,jul,no
29,secondary,7,jul,no
29,secondary,15,may,no
45,primary,29,jul,no
36,secondary,6,aug,no
41,primary,18,nov,no
27,secondary,25,jul,no
37,secondary,9,jul,no
38,secondary,12,jun,no
34,secondary,18,nov,no
36,secondary,5,jun,yes
39,secondary,15,jun,no
53,secondary,29,may,no
40,tertiary,16,jun,no
52,secondary,17,jun,no
32,tertiary,8,aug,no
44,primary,26,may,no
41,secondary,10,jul,no
27,secondary,23,jul,yes
46,tertiary,2,feb,no
32,secondary,5,jul,no
49,secondary,7,may,no
48,secondary,19,jun,no
31,tertiary,8,aug,no
38,secondary,9,may,no
34,secondary,20,apr,no
47,tertiary,26,may,no
56,secondary,16,jun,no
51,tertiary,4,feb,no
34,secondary,21,jul,no
31,secondary,18,may,yes
36,tertiary,18,nov,no
38,secondary,20,apr,no
40,secondary,16,may,no
29,secondary,9,may,no
50,primary,25,jul,no
34,tertiary,22,aug,no
29,secondary,3,jun,no
30,tertiary,19,nov,no
45,secondary,7,may,no
34,tertiary,7,may,no
44,primary,20,apr,no
43,secondary,15,may,no
58,primary,5,feb,no
50,secondary,14,may,no
30,secondary,30,jul,no
39,primary,18,may,no
52,secondary,15,may,no
50,primary,21,nov,no
71,tertiary,22,apr,no
45,secondary,22,jul,no
45,primary,20,may,no
39,secondary,2,feb,yes
28,tertiary,4,may,no
44,secondary,11,jun,no
51,secondary,8,jul,no
31,secondary,21,aug,no
35,tertiary,29,may,no
37,tertiary,17,nov,no
40,tertiary,2,feb,no
29,secondary,26,may,no
33,tertiary,11,oct,yes
25,secondary,12,may,no
52,primary,21,jul,no
37,secondary,5,jun,no
57,secondary,8,may,no
36,primary,20,jun,no
33,secondary,6,may,yes
58,tertiary,21,aug,no
36,secondary,25,aug,no
39,secondary,22,jul,yes
33,secondary,19,nov,no
38,secondary,16,apr,no
39,secondary,11,may,no
36,tertiary,26,may,no
38,secondary,11,may,no
44,secondary,20,jun,no
28,secondary,14,may,no
30,secondary,25,jul,no
55,primary,30,may,no
52,secondary,9,jun,no
29,secondary,2,jun,no
39,primary,25,jul,no
50,secondary,19,jun,no
47,primary,13,may,no
37,tertiary,9,may,no
58,tertiary,17,nov,no
48,secondary,29,jul,no
50,primary,8,aug,no
25,secondary,15,jun,no
38,secondary,27,may,no
60,tertiary,7,aug,yes
44,unknown,15,may,yes
32,secondary,19,nov,no
27,tertiary,5,feb,yes
27,tertiary,15,may,no
48,secondary,18,aug,no
46,primary,20,jun,no
41,secondary,23,jul,yes
42,tertiary,6,may,no
33,tertiary,31,aug,no
45,tertiary,8,aug,no
36,secondary,14,may,no
42,secondary,28,aug,no
36,secondary,17,jul,no
26,secondary,27,may,no
25,secondary,7,may,no
35,secondary,14,nov,yes
28,secondary,27,jun,no
28,tertiary,14,may,no
32,secondary,21,may,no
32,secondary,29,jul,no
56,primary,9,jun,no
31,secondary,23,apr,no
32,secondary,28,jan,no
53,secondary,6,jun,no
32,tertiary,20,nov,no
42,secondary,31,jul,no
29,secondary,17,apr,yes
32,secondary,16,may,no
29,tertiary,20,jun,no
34,secondary,16,may,no
36,secondary,9,may,no
38,secondary,17,feb,yes
53,primary,3,dec,yes
30,secondary,4,jun,no
40,primary,13,may,no
32,tertiary,13,may,no
48,secondary,31,jul,no
59,primary,30,may,no
42,tertiary,8,aug,no
60,primary,14,aug,no
36,unknown,24,jul,no
30,secondary,23,may,no
51,secondary,8,may,no
37,secondary,16,may,no
51,secondary,13,may,no
70,tertiary,18,sep,yes
31,unknown,4,feb,no
42,secondary,14,may,no
52,secondary,14,may,no
46,primary,14,may,no
41,tertiary,26,aug,no
34,secondary,2,feb,no
34,secondary,6,may,no
55,secondary,19,may,no
32,tertiary,24,jul,no
27,secondary,9,nov,no
42,primary,8,jul,no
33,tertiary,13,may,no
46,secondary,17,jul,no
38,tertiary,27,aug,no
39,secondary,30,jul,no
39,secondary,11,feb,no
41,secondary,26,may,no
35,tertiary,18,aug,no
49,tertiary,5,jun,no
56,secondary,9,jun,no
39,primary,13,may,no
50,tertiary,4,feb,no
38,primary,29,may,no
25,secondary,27,may,no
65,secondary,28,oct,no
41,tertiary,3,feb,no
33,secondary,1,feb,yes
44,tertiary,5,jun,no
32,secondary,13,may,no
38,primary,17,jun,no
38,secondary,17,jun,no
35,secondary,21,nov,no
32,secondary,19,nov,yes
36,tertiary,28,may,no
34,secondary,27,aug,yes
32,secondary,20,may,no
40,secondary,13,may,no
42,primary,19,jun,no
53,tertiary,28,jan,no
29,tertiary,9,may,no
45,secondary,6,jun,no
48,secondary,8,jul,no
39,tertiary,5,may,no
26,secondary,22,jul,no
37,tertiary,13,may,no
49,tertiary,29,jan,no
46,secondary,20,aug,no
45,secondary,20,nov,no
47,secondary,26,may,no
34,secondary,21,jul,no
47,unknown,7,jul,no
37,secondary,13,may,no
28,secondary,28,may,no
53,tertiary,19,aug,no
53,primary,28,jul,no
27,secondary,12,oct,yes
33,secondary,18,nov,no
28,secondary,20,mar,no
47,tertiary,29,oct,yes
61,secondary,26,aug,no
38,secondary,16,apr,no
42,secondary,20,may,no
35,secondary,5,may,no
29,secondary,30,jul,no
41,secondary,12,may,no
42,secondary,15,may,no
28,secondary,7,may,no
49,primary,27,may,no
46,secondary,15,may,no
34,tertiary,27,aug,no
27,primary,20,apr,no
39,secondary,11,may,no
28,tertiary,26,may,no
43,secondary,18,jul,no
49,secondary,28,aug,no
33,secondary,15,may,no
31,tertiary,15,may,no
44,secondary,8,may,no
49,tertiary,18,nov,no
46,tertiary,4,feb,no
48,tertiary,29,jan,no
47,primary,14,may,no
35,secondary,13,may,no
35,tertiary,6,aug,no
35,tertiary,2,feb,no
45,secondary,7,aug,no
30,primary,15,may,no
26,tertiary,28,jan,no
45,primary,8,apr,no
36,secondary,7,jul,no
30,tertiary,17,mar,no
44,secondary,14,may,no
35,secondary,28,aug,no
23,secondary,15,may,yes
23,secondary,20,may,no
59,tertiary,20,nov,no
39,secondary,7,jul,yes
34,tertiary,11,aug,no
52,primary,29,jan,no
54,secondary,13,may,yes
31,secondary,29,jul,no
53,tertiary,14,jul,no
45,secondary,9,jul,no
38,primary,6,jun,no
48,secondary,20,aug,no
33,secondary,26,aug,no
36,tertiary,29,jan,no
45,tertiary,14,may,no
49,primary,25,jul,no
44,secondary,3,apr,no
45,tertiary,29,jan,yes
32,tertiary,4,may,yes
60,secondary,6,jun,no
43,tertiary,15,jul,no
67,primary,12,oct,no
32,primary,16,may,no
39,primary,5,may,no
56,secondary,14,aug,no
44,secondary,4,feb,no
32,tertiary,7,may,yes
30,secondary,21,may,no
52,secondary,23,apr,no
49,secondary,17,jun,no
23,secondary,15,may,no
36,secondary,18,nov,no
55,tertiary,31,jul,no
32,primary,15,may,no
39,secondary,11,aug,no
51,primary,26,aug,no
34,primary,11,may,no
28,secondary,16,jul,no
54,unknown,16,apr,no
44,tertiary,19,nov,no
38,primary,8,may,no
49,primary,3,jun,no
27,secondary,18,jan,no
55,tertiary,30,jul,no
30,secondary,17,nov,no
54,tertiary,17,jul,no
39,tertiary,12,aug,yes
44,secondary,12,may,no
34,secondary,29,jan,no
34,secondary,11,aug,no
31,tertiary,3,feb,no
30,tertiary,17,jul,no
58,secondary,18,jul,no
38,tertiary,18,nov,yes
38,secondary,30,apr,no
46,secondary,20,apr,no
56,secondary,20,nov,no
41,secondary,11,may,no
41,primary,18,may,no
31,tertiary,28,jul,no
42,secondary,5,may,no
39,secondary,7,may,no
43,secondary,30,oct,yes
56,tertiary,11,may,no
26,secondary,28,may,yes
41,secondary,12,may,no
39,secondary,23,may,no
36,secondary,24,jul,no
45,tertiary,26,may,no
34,primary,2,jun,no
33,secondary,22,jul,no
34,tertiary,3,jun,no
42,tertiary,4,mar,yes
54,tertiary,29,jul,yes
38,tertiary,10,jul,no
44,primary,19,jun,no
24,secondary,26,may,yes
46,primary,25,jul,no
38,tertiary,14,aug,no
34,secondary,8,may,no
50,primary,7,aug,no
30,secondary,18,nov,yes
39,tertiary,28,aug,no
56,primary,23,jul,no
33,tertiary,10,jul,no
57,tertiary,30,jan,no
37,secondary,7,may,no
41,tertiary,30,oct,yes
29,secondary,16,apr,no
37,secondary,5,feb,yes
60,secondary,6,feb,yes
35,primary,20,may,yes
32,secondary,18,may,no
33,secondary,16,nov,yes
49,secondary,11,jun,no
33,tertiary,23,jun,yes
26,secondary,28,may,no
51,tertiary,20,aug,no
48,secondary,7,may,no
39,tertiary,15,jul,no
43,secondary,20,oct,no
59,primary,5,aug,no
35,secondary,30,jul,no
58,secondary,13,aug,no
29,unknown,5,apr,yes
41,unknown,27,oct,yes
51,secondary,28,jan,no
30,secondary,20,apr,no
50,secondary,20,jun,no
35,unknown,11,oct,no
32,primary,20,nov,no
28,tertiary,4,feb,yes
45,secondary,3,jul,no
40,primary,30,may,no
43,secondary,17,nov,no
60,secondary,27,jun,no
25,secondary,15,jul,no
38,tertiary,27,aug,no
39,secondary,8,may,no
62,primary,15,apr,no
36,secondary,27,may,no
54,secondary,20,nov,no
38,unknown,8,jul,yes
31,tertiary,22,jul,no
51,primary,31,jul,no
40,tertiary,5,may,no
46,tertiary,11,aug,yes
40,secondary,10,aug,no
36,secondary,19,nov,no
49,primary,6,jun,no
40,secondary,15,apr,no
42,secondary,11,may,no
58,tertiary,27,aug,no
35,primary,9,jul,no
32,secondary,9,feb,no
60,secondary,9,feb,yes
55,secondary,12,jun,yes
29,tertiary,30,apr,no
59,secondary,20,may,no
27,secondary,7,jul,no
35,tertiary,24,jun,no
56,secondary,30,jul,no
29,secondary,13,may,no
56,secondary,12,apr,no
34,secondary,26,may,no
38,secondary,29,may,no
39,tertiary,21,jul,yes
60,secondary,19,feb,yes
32,tertiary,11,aug,no
44,secondary,13,apr,no
42,secondary,5,feb,no
41,secondary,11,may,no
38,tertiary,30,may,no
46,secondary,20,jun,no
29,tertiary,15,may,yes
42,secondary,31,jul,no
36,tertiary,21,may,no
25,secondary,3,jun,no
30,tertiary,22,jul,no
51,secondary,7,dec,yes
48,secondary,7,may,no
21,secondary,11,aug,no
33,tertiary,19,nov,no
34,secondary,16,may,no
36,tertiary,14,apr,yes
60,secondary,22,dec,yes
37,tertiary,5,may,no
35,secondary,30,apr,no
43,tertiary,8,may,no
37,tertiary,19,may,no
42,secondary,12,jun,no
29,secondary,3,feb,no
36,secondary,2,feb,no
33,tertiary,29,jan,no
37,tertiary,29,jan,no
26,primary,27,may,no
34,tertiary,26,aug,no
56,secondary,9,jul,no
59,secondary,9,feb,no
48,unknown,17,nov,no
46,tertiary,6,jun,no
48,secondary,4,feb,no
29,tertiary,4,jun,no
57,secondary,14,may,no
44,secondary,28,may,no
34,tertiary,12,aug,no
42,primary,20,apr,no
45,tertiary,1,jun,no
50,primary,17,apr,no
47,secondary,5,may,no
28,tertiary,16,jun,yes
44,secondary,6,may,no
50,secondary,30,jul,no
52,tertiary,20,nov,no
35,secondary,21,may,no
29,secondary,30,may,no
41,secondary,5,feb,no
34,secondary,2,sep,yes
57,tertiary,16,jul,no
37,secondary,23,may,no
44,secondary,18,may,no
32,secondary,7,jul,no
31,secondary,16,nov,no
65,secondary,15,apr,yes
80,primary,13,jul,no
39,secondary,9,apr,no
35,secondary,1,jul,no
60,tertiary,14,jul,no
43,secondary,13,apr,no
40,secondary,18,nov,no
77,secondary,7,aug,yes
55,unknown,5,jun,no
50,primary,22,aug,no
46,secondary,15,may,no
51,tertiary,18,jun,no
28,secondary,16,apr,no
37,secondary,14,jul,no
35,secondary,26,may,no
35,secondary,19,nov,no
22,unknown,30,jul,yes
39,secondary,23,may,no
39,primary,29,may,no
43,primary,9,jul,yes
47,secondary,11,aug,no
41,tertiary,19,nov,no
46,secondary,26,apr,no
45,primary,14,may,no
44,tertiary,15,apr,no
42,secondary,6,may,no
37,secondary,20,apr,no
39,secondary,7,jul,no
26,tertiary,26,feb,yes
31,secondary,30,apr,yes
32,secondary,6,may,no
44,primary,22,jul,yes
31,secondary,28,may,no
30,secondary,30,jan,no
59,primary,15,jul,no
36,tertiary,20,apr,no
21,secondary,21,may,no
38,secondary,21,may,no
40,secondary,30,may,no
31,secondary,20,may,yes
47,primary,13,aug,no
25,secondary,30,may,no
32,tertiary,30,jan,no
51,secondary,2,jun,no
49,tertiary,28,jul,no
38,tertiary,14,aug,no
50,tertiary,5,may,no
38,secondary,5,jun,no
58,secondary,11,jul,no
31,secondary,14,may,no
20,unknown,16,jun,no
40,secondary,16,jul,yes
36,secondary,20,nov,no
30,secondary,17,apr,no
28,secondary,4,feb,no
49,secondary,30,jan,no
38,tertiary,30,apr,yes
32,tertiary,24,jul,no
51,primary,29,may,no
38,secondary,20,may,no
31,secondary,20,jun,no
44,secondary,3,apr,no
60,primary,18,jun,no
30,secondary,20,may,no
39,secondary,6,jun,no
39,primary,13,may,no
33,tertiary,4,mar,yes
33,secondary,12,nov,yes
45,secondary,30,jul,no
39,secondary,13,may,no
76,primary,21,oct,yes
51,primary,13,may,no
37,tertiary,21,nov,yes
32,primary,13,aug,no
55,tertiary,8,may,no
29,primary,29,jan,yes
