hi_int_prncp_pd,out_prncp_inv,loan_amnt,int_rate,term
0,26272.92,30000,8.46,36
0,0,4000,14.47,36
0,0,12000,7.9,36
1,7619.52,8000,10.72,36
0,11341.18,14400,9.58,36
1,9215.85,16000,15.59,60
0,0,26850,19.99,60
0,5164.18,20000,13.49,36
0,0,40000,9.58,60
0,18596.69,25000,7.34,36
0,0,8000,8.18,36
1,29297.01,40000,9.44,60
1,11197.07,22625,21.45,36
1,5533.07,7200,6.71,36
0,0,32000,10.99,36
1,8529.65,16000,16.29,60
1,13866.34,20000,16.02,36
0,5602.86,8700,17.09,36
0,31960.14,35000,6.11,60
0,10594.89,20000,7.97,36
0,4253.55,7500,6.11,36
0,13743.35,24000,14.49,60
0,0,8500,8.18,36
1,12955.73,26450,11.99,60
0,6360.3,20000,12.74,36
0,0,8000,7.89,36
0,4733.42,9800,10.42,36
0,0,15000,6.92,36
1,3533.24,10000,13.33,60
0,6693.62,18000,9.99,60
0,0,4200,8.18,36
0,0,20000,13.67,36
0,0,2800,11.49,36
1,6137.02,10000,16.02,36
0,0,6000,13.33,36
0,0,10525,21.99,60
0,0,8300,15.31,36
1,23544.05,32000,15.99,60
0,0,5500,18.06,36
0,1134.82,6000,10.49,36
0,9286.54,15000,9.93,36
0,4268.88,7000,7.35,36
0,0,8800,7.89,36
0,4392.84,6500,10.91,36
0,19044.01,24000,6.19,36
1,16455.47,21000,14.08,60
1,12184.46,16000,13.58,36
0,21658.51,24000,7.84,60
0,0,3025,20,36
0,0,9425,14.65,36
0,0,10000,11.99,36
0,0,17000,6.49,36
0,0,29250,14.85,36
1,15857.26,18000,10.41,60
0,17727.77,21625,6.19,36
0,0,19475,11.53,60
0,0,15000,7.12,36
0,0,8000,11.53,36
0,0,9600,10.42,36
0,0,12000,10.49,36
1,12202.81,13000,12.73,60
1,1360.71,3000,17.99,36
0,0,12000,6.68,36
0,0,15000,13.99,60
0,0,10000,17.86,36
1,18736.61,20000,11.55,60
0,0,15000,5.32,36
0,0,17500,12.99,36
0,0,9600,8.39,36
0,0,3000,13.33,36
0,0,25000,13.49,60
0,575.44,10000,6.99,36
0,0,30000,11.49,36
0,0,35000,16.02,36
0,13815.41,20000,7.35,36
0,0,17000,22.45,60
0,0,10000,12.69,36
0,7154.46,10000,6.71,36
1,23116.33,25000,7.21,36
0,0,6000,10.64,36
1,26861.04,30000,20.89,36
0,0,16000,12.99,60
1,16156.91,25475,13.99,60
0,15410.21,20000,7.46,36
0,0,20000,12.99,36
0,0,24000,8.19,36
0,3985.29,10500,17.86,60
0,0,10175,16.99,36
0,0,33150,19.99,36
0,0,11200,8.18,36
0,0,6500,11.49,36
0,0,12000,7.26,36
0,0,19000,10.15,60
0,2105.19,6000,13.99,36
0,6541.48,8400,10.56,36
0,15674.5,18000,16.01,60
0,0,19425,21.99,60
0,13136.45,15000,8.46,36
0,315.92,2250,7.99,36
0,0,5000,11.49,36
0,0,10925,13.35,36
0,0,32000,9.49,60
0,0,21000,25.82,60
0,326.39,10000,11.47,36
1,9303.97,10000,12.73,36
0,0,15325,13.98,36
1,34148.03,37800,14.03,60
0,0,33600,13.35,36
0,6767.28,15000,9.44,36
0,0,32350,21.15,60
0,0,9000,7.49,36
0,0,25000,14.16,60
0,0,19300,12.99,36
0,0,15000,17.99,60
0,0,15000,17.27,36
0,0,9000,12.29,36
0,0,12150,17.57,36
0,0,30000,7.59,36
0,24499.89,30000,19.03,60
0,0,24000,7.97,36
0,0,3000,10.99,36
0,0,35000,29.99,60
1,2029.44,12000,11.67,60
0,11754.81,19800,10.42,36
0,15998.19,24000,11.44,60
1,3028.27,4000,11.98,36
1,3217.49,15000,12.99,60
1,218.93,7000,8.39,36
0,8956.64,12000,9.92,36
0,0,25000,11.98,36
0,3225.82,8400,14.99,36
0,0,8000,7.49,36
0,9306.5,10000,12.98,36
0,0,7000,9.99,36
0,0,35000,21.99,60
0,0,15000,18.92,60
0,0,10000,7.91,36
0,0,12000,13.18,36
0,0,15000,30.99,60
1,13644.6,15000,11.06,60
1,2818.18,4500,11.99,36
0,8294.33,10000,10.56,36
0,0,15700,13.33,60
0,0,16000,8.9,36
0,9671.2,14000,10.42,36
0,0,8000,13.33,36
0,0,20000,7.89,36
0,4325.08,8000,10.91,36
0,4811.91,10000,9.93,36
0,0,15600,15.61,36
0,20579.98,25000,9.93,60
0,19287.55,20000,13.56,60
0,0,8000,14.65,36
0,0,30000,9.99,36
0,9665.27,12000,12.62,60
0,3851.86,4050,8.81,36
0,5210.15,19950,13.49,36
0,5500.2,12800,11.39,36
0,0,16000,9.16,60
0,0,10000,7.89,36
0,0,16000,9.99,36
0,0,5000,15.05,36
0,0,18000,17.57,60
0,0,7000,9.76,36
0,20636.75,21600,15.02,36
0,0,10000,8.49,36
0,0,12000,14.65,36
0,0,14000,13.49,36
0,0,10000,6.49,36
0,0,10000,18.99,36
0,0,20875,19.99,60
1,21609.34,24000,26.77,60
0,0,20000,8.18,36
0,0,16000,11.49,36
0,0,15000,6.89,36
0,0,20000,21.85,36
0,7411.14,9000,7.84,36
0,0,8000,13.49,36
0,726.47,3000,7.59,36
1,9321.42,10000,14.47,36
0,0,12000,8.18,36
0,0,1000,12.62,36
0,0,26575,10.78,36
0,0,30000,20.49,60
0,0,20000,16.29,60
0,0,28000,12.79,60
0,0,22000,17.76,36
0,5376.77,8500,6.08,36
0,0,25000,12.59,36
0,0,20000,12.29,60
0,0,24000,12.49,36
0,0,15000,12.74,36
0,0,20000,11.99,36
0,0,5000,9.75,36
0,0,10800,13.98,36
0,2406.52,4400,12.62,36
1,26823.66,28000,18.45,60
0,3939.81,7000,9.44,36
0,0,9600,13.67,36
1,5791.18,12000,13.67,60
0,0,12000,13.67,36
0,11988.77,18000,7.97,36
0,0,15200,13.59,60
1,2370.98,3000,15.04,36
0,0,14400,21.49,60
0,0,32100,19.99,60
0,0,30000,19.42,36
1,38628.92,40000,15.02,60
0,0,11800,9.8,36
0,0,11575,12.85,36
0,0,24000,11.99,60
0,4747.77,6000,5.31,36
0,0,32100,16.49,60
0,0,10000,8.18,36
0,0,10000,13.99,60
1,20429.79,21000,23.4,60
0,0,12000,13.56,36
0,0,20000,22.45,60
0,0,20000,9.49,36
0,0,12000,12.29,36
1,17752.05,20000,21.85,60
0,0,12600,13.99,60
0,0,15000,12.29,36
0,0,7500,7.89,36
0,33348.7,36000,8.81,36
0,2231.58,3000,7.34,36
0,8265.64,12000,6.72,36
0,1945.41,5000,7.99,36
0,632.19,10000,30.17,60
0,4065.25,15000,8.18,60
0,0,15000,14.99,36
1,6160.4,7000,11.06,36
1,4602.9,10000,12.88,60
0,14845.12,37000,11.49,36
0,0,35000,13.33,36
0,0,20000,8.6,36
1,8389.29,9000,14.47,36
1,31185.56,40000,9.93,60
0,0,15000,9.67,36
0,0,20000,12.29,60
1,8220.59,10000,7.21,36
0,0,8000,13.33,36
0,0,15000,8.67,60
0,0,30000,10.75,36
1,3691.81,4500,17.47,36
1,10023.91,15000,19.99,60
0,0,6400,12.29,36
0,0,7000,10.9,36
0,0,10000,12.99,36
0,9246.52,10000,7.21,36
0,0,9500,10.75,36
0,0,17500,13.59,60
0,5113.04,8000,7.97,36
0,0,9600,10.15,36
0,0,2500,11.99,36
0,0,3000,19.99,36
0,0,18000,9.75,36
0,0,35000,12.74,60
0,0,15000,11.99,36
0,0,7000,11.99,36
0,38007.02,40000,7.56,36
0,0,2900,11.49,36
1,6117.06,10000,18.06,36
0,0,4000,10.15,36
1,9900.35,12000,14.08,60
1,4609.23,6000,16.01,36
0,15202.8,16000,7.56,36
0,0,35000,11.48,36
0,0,13200,9.99,36
0,0,35000,19.99,60
0,0,30000,17.99,60
1,14511.09,15000,16.91,60
0,727.42,5500,13.67,36
0,0,35000,21,36
0,0,8575,21.7,36
0,0,10000,13.58,36
0,0,4800,14.33,36
0,0,25000,8.67,36
0,8713.78,16000,11.99,36
0,0,20000,5.32,36
0,0,1450,12.05,36
1,13648.62,21600,13.59,36
0,1616.18,15000,5.32,36
0,0,16800,7.26,36
0,0,19200,15.61,60
0,0,16000,12.74,60
0,20728.51,22000,22.35,60
0,21090.63,35000,5.32,36
1,1580.68,2000,15.04,36
0,0,24000,16.29,60
1,2826.99,3000,25.34,36
0,0,30000,19.99,60
0,0,1000,10.91,36
0,0,10000,11.99,36
0,0,22325,8.39,36
1,539.63,7900,15.31,36
0,0,12600,11.44,60
0,0,7000,9.71,36
0,3675.1,4000,22.35,36
0,0,25000,9.99,60
0,3379.03,5000,10.91,36
0,0,8000,8.24,36
1,18583.96,20000,11.55,36
0,2813.89,11850,13.66,60
1,11625.02,15000,18.45,36
0,0,6000,10.75,36
0,0,24000,12.69,36
0,0,25000,17.57,60
0,0,24250,15.61,36
0,0,35000,8.18,36
0,0,20400,7.89,36
0,0,10000,24.08,60
0,4677.39,7775,12.62,36
0,0,21000,17.57,60
0,0,10800,11.44,36
0,0,22000,9.16,36
0,0,21300,10.99,36
0,0,3600,11.22,36
0,0,7200,13.33,36
0,2990.98,10000,6.99,36
0,0,17000,7.26,36
0,36015.34,39000,6.11,36
0,0,5600,5.32,36
0,10262.38,15000,5.31,36
0,0,30000,21.49,60
0,0,18625,17.99,36
0,0,13000,13.99,36
0,0,30000,20.99,60
0,0,8000,14.99,36
0,0,12800,10.99,36
0,0,8775,14.49,36
0,0,10000,7.89,36
0,0,6000,9.99,36
0,0,14000,11.22,36
0,0,15000,11.99,36
0,0,24000,8.18,36
0,340.76,4500,6.08,36
0,0,19500,7.69,36
1,28781.19,30000,8.46,60
0,0,16925,17.1,36
0,0,3600,11.49,36
1,3126.74,10000,11.39,36
0,0,15000,10.99,36
0,5324.63,5600,8.46,36
1,15210.07,17100,13.58,60
0,13567.3,15000,11.06,36
0,0,9300,7.26,36
0,10292.83,15000,14.47,36
0,8274.41,10000,9.58,36
0,0,3000,18.99,36
0,0,9000,12.29,36
0,0,21000,19.2,60
0,0,18000,10.99,36
0,0,25000,6.03,36
1,4702.34,11800,18.99,36
0,3417.05,4000,10.47,36
0,0,11000,8.18,36
0,0,10000,15.05,36
1,8778.9,17000,10.75,60
1,10694.52,20000,10.99,60
0,2623.96,6400,13.99,36
0,0,2500,19.42,36
0,0,30000,22.74,60
1,27925.16,35000,26.3,60
0,0,25000,16.99,36
0,0,24000,6.49,36
0,0,11500,12.29,36
0,0,3600,6.99,36
0,0,35000,17.57,60
1,22260.55,24000,19.92,60
0,0,7200,26.57,36
0,8017.27,20000,11.39,36
0,0,2500,12.74,36
0,0,25000,12.99,36
0,0,28000,16.59,60
1,20170.75,25000,9.44,60
0,0,27000,13.98,60
0,0,25000,7.26,36
0,0,9000,10.99,36
1,13849.9,16300,30.89,60
0,0,6000,5.32,36
0,1924.02,4800,11.39,36
1,11720.56,16000,9.44,60
0,0,10000,17.97,36
0,0,5750,14.98,36
0,9048.35,12000,10.9,36
0,7774.5,10000,10.07,36
0,0,30000,8.18,36
0,0,7000,18.24,36
1,11464.9,15000,16.02,60
0,0,28000,7.91,36
0,0,26775,10.15,60
0,0,4800,17.99,36
0,0,6000,17.14,36
0,7610.68,12125,20,36
0,8457.66,10000,6.11,36
0,0,10000,13.66,36
0,0,16000,10.99,36
0,7701.87,10000,7.34,36
0,21844.95,23000,7.02,36
0,28734.17,36000,8.08,36
0,3028,5600,10.91,36
0,0,6400,9.17,36
0,0,15000,14.99,60
0,0,20000,5.32,36
0,0,3000,11.53,36
0,0,12100,7.49,36
0,0,24000,5.32,36
1,26155.01,30000,11.98,60
0,0,11150,13.33,36
0,0,5000,9.17,36
0,0,5600,7.26,36
0,0,10000,10.15,36
0,0,8000,7.26,36
1,4909.01,10000,14.85,60
0,1934.12,12000,10.99,36
0,0,14000,17.09,36
0,0,4500,16.29,36
0,0,20000,12.69,36
0,988.84,10000,12.99,36
0,0,8000,12.49,36
1,9153.9,15000,15.05,36
1,22942.62,28000,12.62,60
0,0,3000,6.03,36
0,0,17000,13.33,60
0,0,3000,10.99,36
0,0,24125,17.57,60
0,1597.79,3500,10.91,36
0,0,23000,18.25,60
0,1988.59,9000,10.99,36
0,0,16000,11.67,36
0,0,35000,13.18,36
0,4253.29,29475,20.99,36
1,9381.49,12000,10.42,60
1,523.66,5400,17.57,60
0,0,8000,8.24,36
0,0,16000,9.99,60
0,0,4000,8.24,36
1,10784.61,12000,21.85,60
0,0,8000,12.74,36
1,18328.78,21000,6.67,36
0,5142.91,27000,10.99,36
1,33132.79,35000,17.97,60
1,1960.21,2500,12.61,36
0,0,10000,6.99,36
0,0,10500,12.69,60
0,0,13500,11.53,36
0,3061.79,10000,7.89,60
0,25698.42,39550,26.3,36
1,1294.78,7000,8.59,36
0,12294.01,15000,6.11,36
0,0,20000,11.99,36
0,0,15500,9.17,36
0,951.76,5000,10.99,36
0,0,5000,10.49,36
0,4431.82,12800,15.61,60
0,0,30000,12.99,36
0,0,36000,16.02,60
1,9009.59,10000,8.46,36
0,5010.23,8000,11.99,36
0,0,22400,23.13,60
0,0,5300,18.99,36
1,3773.31,8000,7.35,36
0,976.25,6000,12.79,36
0,0,10000,21.99,36
0,0,32000,19.99,60
0,0,35000,16.99,60
1,10636.77,14000,11.99,60
0,0,25000,14.31,60
0,0,15000,14.31,60
0,4713.62,7500,12.62,36
0,5539.79,8000,16.46,36
0,0,5000,7.89,36
0,0,14400,12.29,36
0,0,25000,14.08,36
0,0,5000,9.17,36
1,1498.81,12000,19.52,60
0,0,28000,8.9,36
0,0,7200,8.18,36
0,0,2700,15.61,36
0,0,30000,14.46,60
0,0,8000,6.92,36
1,7828.49,10000,12.13,36
0,1817.29,6000,8.24,36
1,218.93,7000,8.39,36
1,10838.02,12000,10.08,36
0,0,12000,12.99,36
1,6489.87,12000,11.99,60
0,0,3000,6.49,36
0,0,14400,11.53,60
0,0,35000,15.31,36
0,0,15000,18.54,60
0,8757.61,10000,8.46,36
0,0,6000,5.32,36
0,0,12000,16.14,60
0,0,13000,16.2,36
0,0,18350,15.99,36
0,3653.28,7000,5.32,36
0,0,14400,13.67,36
1,17398.08,20000,18.94,36
0,11577.77,15000,7.96,36
0,0,17000,10.91,36
0,0,2800,13.33,36
1,12880.05,20000,17.09,36
0,0,3500,12.73,36
0,0,15000,12.29,36
0,0,18000,15.99,36
0,0,17500,26.49,60
0,0,10000,19.99,60
0,1915.95,2000,18.94,36
1,2336.75,9500,8.99,36
0,0,15000,8.38,36
0,10548.97,20000,7.35,36
0,0,7000,12.62,36
0,0,4000,9.93,36
1,11674,15000,16.02,60
1,13813.15,15000,16.46,60
0,20521.39,25000,6.67,36
1,11624.93,12500,26.77,60
0,4516.57,14000,5.32,36
1,23064.34,24000,10.08,60
0,0,9000,9.49,36
0,5055,20000,11.49,36
0,3105.2,5000,18.06,36
0,1957.48,10350,10.49,36
0,0,14875,19.24,60
0,12987.53,14000,10.08,36
0,0,8000,23.13,36
1,8718.3,10000,11.98,60
0,0,26925,25.89,60
0,3202.82,19500,10.15,60
0,0,17000,7.89,36
1,9235.91,11000,18.06,60
1,26226.89,40000,14.99,60
0,0,10000,7.21,36
1,11618.49,12700,28.72,60
1,18193.73,20000,15.02,36
0,0,10000,17.99,60
0,1869.36,10000,9.49,36
1,10177.28,24000,9.76,60
0,0,16000,6.49,36
1,10837.95,15000,17.47,36
0,0,8600,17.57,36
0,0,10000,19.19,60
0,14858.82,19200,15.05,60
0,9554.79,15000,7.35,36
0,0,5125,8.39,36
1,18589.08,20000,11.8,36
0,892.88,28000,9.75,36
0,0,28000,16.29,36
0,0,16400,23.13,60
1,10891.93,15000,14.08,60
0,5128.4,6400,19.42,36
0,26698.78,30000,18.45,60
0,0,12000,10.41,36
0,15582.68,24000,10.91,36
0,0,11175,24.99,36
0,3835.24,8500,9.44,36
0,0,18150,13.35,36
0,4090.77,5300,7.96,36
0,0,6000,11.49,36
0,3835.35,5000,6.19,36
0,0,15000,7.69,36
1,11061.22,15000,10.42,60
0,4369.28,6000,10.91,36
0,0,9000,19.99,36
0,0,35000,19.99,60
0,0,35000,14.49,60
0,0,7000,9.49,36
0,0,18000,11.53,36
0,9242.21,12000,7.34,36
1,24381.46,25000,11.8,60
0,0,11000,13.99,36
0,0,30000,25.29,60
0,15901.8,33000,7.89,60
0,0,7000,9.8,36
0,0,12000,8.9,36
0,0,30000,12.99,60
0,0,5000,12.99,36
0,0,15000,13.33,36
0,0,15000,11.49,36
1,14832.66,15525,15.02,36
1,4212.97,9000,14.08,36
0,0,15000,13.33,36
0,0,1000,9.76,36
0,0,9175,14.99,36
0,0,18400,9.49,36
1,640.27,1000,16.02,36
0,0,5000,10.15,36
0,0,21000,12.69,36
0,0,20000,19.03,60
0,0,12000,7.62,36
0,0,34000,18.06,36
0,1180.35,17125,14.49,60
0,0,8400,16.59,36
0,0,12000,9.17,36
0,0,27000,17.27,60
1,14718.27,17000,25.82,60
0,9959.36,15000,7.35,36
0,0,22000,8.67,36
0,0,20000,7.89,36
1,19828.47,21600,15.02,60
0,0,1200,14.99,36
1,15026.01,16800,15.49,60
0,0,9000,14.08,36
0,2503.66,8000,11.49,36
0,6596.76,10000,6.08,36
0,0,26350,14.99,60
0,27285.14,40000,11.44,60
0,0,12000,6.24,36
0,3127.2,7000,8.24,36
0,0,14000,9.8,36
0,8878.64,15000,9.93,36
0,0,20000,7.89,36
0,0,9500,9.76,36
1,8331.81,14000,12.79,60
0,419.63,14000,5.32,36
0,18352.73,24000,5.31,36
1,28207.32,30000,27.27,60
0,0,5000,18.99,36
0,0,20000,9.99,36
0,0,12000,6.89,36
0,3771,15000,10.99,36
0,0,14000,18.55,60
0,0,28000,13.99,60
0,0,12000,15.1,36
0,23402.83,26000,7.84,36
0,0,10000,6.99,36
0,4054.95,6000,10.91,36
0,0,15000,12.39,36
0,0,1800,9.49,36
0,0,13000,9.17,36
0,0,28000,14.99,60
0,0,20000,26.3,60
0,0,35000,19.99,60
0,0,6000,9.49,36
0,0,15000,12.29,36
0,0,8000,13.33,36
0,4009.1,5000,9.58,36
1,27770.92,30000,8.19,36
0,0,20000,8.39,36
0,0,8000,8.49,36
0,0,35000,19.52,60
0,0,4000,12.29,36
0,0,13000,12.59,36
0,0,10000,8.24,36
0,0,28000,20.5,60
0,11689.87,28000,7.99,36
0,0,5000,12.29,36
0,0,20000,6.89,36
0,0,15000,15.99,60
1,5851.46,20000,12.69,60
0,0,35000,12.29,60
0,2833.15,8000,7.35,36
0,2203.31,3600,7.97,36
0,0,10000,9.17,36
0,0,16000,8.39,36
0,0,6700,11.49,36
0,0,5400,11.99,36
0,0,20000,19.42,36
1,7189.77,14750,14.46,60
1,22497.69,24000,19.92,36
0,0,28000,5.93,36
0,0,4000,12.69,36
1,10397.85,15000,13.49,60
0,0,19000,7.26,36
0,14452.75,18900,5.31,36
0,0,25000,9.99,36
0,9435.27,10200,7.56,36
0,0,28000,19.99,60
0,0,12000,12.29,36
0,0,12000,7.89,36
0,21794.99,25000,6.11,36
0,0,14400,19.03,60
0,0,24000,7.89,60
0,0,10000,9.16,36
0,0,5000,15.61,36
0,0,11250,18.99,36
0,4347.86,12450,13.49,36
0,0,15000,15.61,60
0,10508.76,15000,10.42,36
0,4115.08,5900,9.44,36
1,10119.27,15400,17.99,60
0,0,7000,15.59,36
0,0,15000,8.39,36
0,0,35000,13.33,36
0,2826.87,6000,7.21,36
0,0,25000,5.32,36
0,0,10000,16.55,36
0,2470.38,3000,7.84,36
0,6331.74,7775,24.84,36
0,1897.88,5000,5.32,36
0,7868.25,11500,5.32,36
1,6551.05,10000,12.62,36
1,12019.83,14000,12.73,36
1,8032.51,18000,15.99,36
0,0,9000,9.17,36
0,5361,28000,11.49,36
1,22809.25,24000,20.89,60
0,1250.19,5000,10.49,36
0,4241.84,16000,5.32,36
0,0,22000,8.19,60
0,2459.4,13000,10.49,36
1,19783.1,28000,15.99,60
0,6549.9,10000,5.31,36
0,0,27300,24.5,60
0,5178.7,35000,18.25,36
1,20709.26,22000,14.47,60
0,0,24000,14.46,60
0,0,3000,13.99,36
1,30884.88,35000,20,60
0,9096.56,17600,11.99,36
0,7281.92,12500,7.35,36
0,23855.99,29000,7.46,36
0,0,15000,17.09,60
0,21570.7,25000,15.02,36
0,0,32000,11.99,36
0,0,21000,9.17,36
0,0,10000,13.33,36
0,0,24000,18.94,60
0,0,32750,22.15,60
0,0,30000,11.99,60
0,6766.11,8000,6.11,36
1,12161.04,23525,18.06,36
0,0,3000,12.99,36
0,0,5000,15.02,36
0,971.54,3000,14.99,36
0,2273.25,6000,13.49,36
0,0,16000,5.31,36
0,0,3000,18.99,36
0,1699.56,6000,11.49,36
0,4857.35,8500,7.21,36
1,9097.78,21650,18.55,60
0,0,10000,6.03,36
0,0,30000,13.58,36
0,14283.01,18000,6.19,36
1,15932.54,25000,19.99,60
1,10556.84,25000,15.61,60
0,0,18000,11.99,36
1,22201.13,35000,13.99,60
0,1159.08,15000,7.39,36
0,0,22500,15.61,60
0,3239.17,10000,14.99,36
1,13169.71,16000,13.59,60
1,12678.86,15000,16.02,60
0,1777.32,8000,11.49,36
0,0,15000,9.99,36
1,10152.11,15000,10.49,60
0,7650.9,8500,7.84,36
0,0,25000,17.86,60
0,0,18000,9.99,36
0,7277.47,8000,15.02,36
0,0,12075,15.61,36
0,3913.98,15000,14.49,36
0,0,4300,10.75,36
0,8318.54,15000,7.21,36
0,0,7000,13.99,36
0,0,6850,14.99,36
0,0,9600,5.32,36
1,5802.91,6400,12.73,36
0,0,15500,18.99,60
0,0,8500,7.26,36
0,12746.31,16000,7.46,36
0,0,14500,16.49,60
0,0,8400,12.99,36
1,9607.09,12800,7.97,60
0,0,28800,26.49,60
0,16084.01,20000,10.56,36
0,0,30800,12.69,60
0,0,35000,7.35,60
0,4546.8,12000,13.49,36
0,0,4000,13.98,36
0,8592.25,16000,9.93,36
1,14304.59,17075,30.65,60
1,5010.87,8000,11.99,36
0,0,11200,14.46,36
1,4508.82,25000,14.99,60
1,8748.97,18000,12.99,60
0,0,1200,23.99,36
0,0,9000,7.07,36
0,0,5000,14.65,36
0,2455.56,5000,12.62,36
0,0,10000,7.62,36
0,0,32000,16.02,60
1,12219.41,13000,13.56,60
0,0,5000,9.17,36
0,0,20000,17.09,36
0,0,35000,12.99,60
0,0,26000,5.32,36
0,0,17000,8.39,60
1,28971.99,30000,15.02,60
1,18981.8,20000,19.92,60
0,0,20000,12.62,60
1,3680.89,5000,13.58,36
0,23742.39,28000,7.21,36
0,0,12500,10.49,36
1,7698.6,12000,17.99,60
0,0,35000,7.26,36
0,0,15825,15.61,60
0,9234.71,10000,6.11,36
0,0,12000,13.35,36
0,11972.57,15000,8.08,36
0,0,4000,15.1,36
0,0,8400,10.99,36
0,0,1000,12.49,36
1,9449.59,10000,16.91,60
0,0,13500,13.35,60
0,0,24000,15.31,60
0,0,5600,8.18,36
0,0,6000,9.16,36
0,0,35000,18.99,60
0,7667.59,10000,6.07,36
0,0,10000,10.91,36
0,0,7000,8.18,36
0,0,15000,6.49,60
1,2719.22,4000,20,36
0,0,24000,13.67,60
1,6391.41,10000,7.97,36
0,0,14000,15.1,36
0,0,6000,8.9,36
0,0,12450,20.99,60
0,0,16000,13.67,36
0,0,35000,15.99,36
0,0,6000,11.49,36
0,0,5000,14.49,36
0,0,35000,10.99,60
0,0,21000,7.46,60
0,0,12500,7.99,36
0,0,10625,14.49,36
1,5582.66,10500,16.02,36
0,3258.5,10000,5.32,36
0,473.8,1000,7.97,36
0,0,8000,9.17,36
1,31772.19,34000,10.08,60
0,0,5000,15.31,36
1,13686.38,16000,11.06,36
1,24616.66,40000,13.49,60
0,0,4000,14.65,36
0,0,10000,11.47,36
1,27715.46,30000,6.46,36
0,0,25000,9.16,36
1,11206.53,24000,13.99,60
0,0,2000,8.18,36
0,0,14000,7.35,36
0,0,12000,7.26,36
1,8523.85,22000,15.99,36
0,2296.42,4000,16.91,36
0,0,20000,18.99,36
0,0,36000,12.74,36
0,6361.79,15000,8.24,36
1,28444.98,40000,5.31,36
0,178.66,5000,18.25,36
0,2221.95,5700,8.24,36
1,9562.32,10000,16.91,60
0,0,12000,12.69,36
1,20924.02,24000,11.98,60
1,26347.06,30000,9.43,60
0,2680.5,4000,17.09,36
0,0,25000,5.32,36
0,0,14000,17.99,60
0,5160.67,5500,20.89,36
0,0,15000,12.39,36
0,0,20000,12.99,36
1,14744.29,15000,25.34,60
0,8703.44,10000,16.91,36
1,24880.52,35000,13.99,60
0,0,18000,11.44,36
0,13587.73,20000,11.99,36
0,7946.26,15000,7.97,36
0,0,10275,9.8,36
0,0,8000,8.19,36
1,15815.82,18000,9.58,60
0,3550.35,8000,7.24,36
0,8127.08,28000,8.18,60
0,0,3100,9.17,36
0,8790.88,10000,10.47,36
0,0,2400,16.29,36
0,10828.76,21000,7.89,60
0,0,15000,7.26,36
0,0,10000,9.17,36
0,0,16000,12.99,36
0,6330.39,18000,13.99,36
0,0,9000,8.18,36
0,2513.5,5000,9.44,36
0,0,8000,15.61,36
0,2365.63,6000,17.99,36
0,0,7100,18.49,36
1,3547.39,14000,12.69,60
0,0,16000,7.12,36
0,0,6000,7.26,36
0,0,15000,11.47,36
0,0,23500,17.27,36
0,0,10000,5.32,36
1,19228.03,20000,10.47,60
0,577.56,1600,8.24,36
0,0,6000,10.49,36
0,0,15000,13.33,36
0,17984.71,20000,7.21,36
0,2288.21,2500,7.02,36
0,0,4000,14.99,36
0,24837.16,32000,9.58,36
0,0,19200,8.99,36
0,0,14000,5.32,36
0,0,10000,6.97,36
0,0,10000,13.53,36
0,0,2000,12.62,36
1,7561.8,16000,14.85,60
0,0,6500,13.56,36
0,0,9000,9.16,36
0,0,30300,18.99,60
0,0,12000,13.67,36
0,0,10000,12.49,36
1,4458.61,19200,12.39,60
0,0,15000,14.49,60
1,12247.94,13000,15.02,60
0,0,16000,9.75,36
0,0,6500,8.19,36
0,0,5600,10.49,36
0,0,7000,6.89,36
0,0,12000,10.99,60
1,33217.93,40000,7.97,60
0,0,10000,9.75,36
0,10323.55,11500,6.11,36
0,0,4200,13.49,36
0,623.63,10000,8.39,36
0,0,12000,13.49,36
1,11850.63,18000,12.74,60
0,4971.8,10000,12.99,60
0,858.07,1500,11.99,36
0,0,13000,12.74,36
0,16400.17,40000,13.99,36
0,21090.64,35000,5.32,36
1,8692.58,15000,15.59,60
0,0,6000,7.96,36
1,6101.94,7500,14.52,36
0,0,29500,14.65,60
0,0,3600,13.99,36
0,0,3000,11.47,36
0,6354.01,9600,6.72,36
0,0,25000,12.39,36
0,0,20000,21,36
0,643.8,5000,11.49,36
0,0,30000,7.49,36
0,0,21500,6.39,36
0,0,24000,8.59,36
0,8977.01,10000,6.11,36
1,13029.99,16000,24.84,36
0,0,21000,12.69,36
0,0,16000,11.47,36
0,0,13200,5.32,36
0,0,15500,10.42,60
1,13498.01,15400,13.58,60
0,0,12000,10.15,36
1,26747.8,32000,13.56,36
0,11205.88,22000,9.93,36
0,21198.51,25000,7.21,36
0,0,12000,9.17,36
0,0,24000,12.74,60
0,0,16000,28.72,60
1,8570.15,14400,12.79,60
0,0,4500,12.69,36
0,0,14400,9.99,60
0,0,22400,14.65,36
0,3097.38,8000,7.49,36
0,0,12000,7.9,36
0,0,10000,8.39,36
0,8046.96,10000,19.03,60
0,19782.64,25000,5.31,36
0,3395.98,7200,7.35,36
0,0,21575,13.49,36
0,0,20000,7.34,36
1,22222.77,35000,11.39,60
0,0,25250,11.47,36
0,15600.68,20000,11.05,36
0,0,16000,6.49,36
0,8330.38,20000,8.49,60
0,4016.42,9600,8.24,36
0,0,28000,7.84,36
1,13412.38,18000,11.99,60
0,0,14000,10.99,36
0,0,13375,23.99,36
0,0,5000,10.99,36
1,3151.04,4000,14.03,36
